keycol,delay,Taxi_Rides
420_8_10,1,11
423_8_10,0,1
621_8_10,0,5
622_8_10,0,2
623_8_10,0,2
624_8_10,0,4
625_8_10,0,22
626_8_10,0,98
627_8_10,1,33
628_8_10,0,34
629_8_10,0,64
630_8_10,0,56
631_8_10,0,74
632_8_10,0,63
633_8_10,0,50
634_8_10,0,51
635_8_10,0,25
636_8_10,1,40
637_8_10,0,11
638_8_10,1,24
640_8_10,1,1
0_8_11,0,42
0_8_11,0,1
0_8_11,0,6
0_8_11,0,11
0_8_11,0,24
0_8_11,0,6
0_8_11,0,3
0_8_11,0,5
113_8_11,3,1
114_8_11,2,2
116_8_11,2,7
117_8_11,1,8
118_8_11,0,13
119_8_11,1,14
120_8_11,1,29
121_8_11,1,39
122_8_11,2,41
123_8_11,1,46
124_8_11,1,56
125_8_11,0,74
126_8_11,0,27
127_8_11,0,19
128_8_11,1,227
129_8_11,3,41
130_8_11,2,31
131_8_11,1,22
132_8_11,0,30
133_8_11,1,9
134_8_11,0,20
135_8_11,2,10
136_8_11,1,5
137_8_11,1,14
138_8_11,3,3
140_8_11,0,13
224_8_11,0,2
225_8_11,0,3
226_8_11,0,2
227_8_11,0,1
228_8_11,0,8
229_8_11,0,8
230_8_11,0,14
234_8_11,0,1
235_8_11,0,2
415_8_11,1,1
418_8_11,0,10
419_8_11,0,8
420_8_11,0,13
423_8_11,0,1
621_8_11,0,1
622_8_11,0,3
623_8_11,1,2
624_8_11,0,1
625_8_11,0,26
626_8_11,0,107
627_8_11,1,36
628_8_11,0,41
629_8_11,0,55
630_8_11,0,52
631_8_11,0,51
632_8_11,0,59
633_8_11,0,47
634_8_11,0,47
635_8_11,0,40
636_8_11,0,15
637_8_11,0,26
638_8_11,0,24
640_8_11,1,3
0_8_12,0,36
0_8_12,0,11
0_8_12,0,10
0_8_12,0,32
0_8_12,0,15
0_8_12,0,4
0_8_12,0,3
0_8_12,0,2
0_8_12,0,1
104_8_12,0,2
106_8_12,0,1
113_8_12,1,3
114_8_12,2,2
115_8_12,0,3
116_8_12,1,9
117_8_12,2,16
118_8_12,2,21
119_8_12,1,14
120_8_12,1,35
121_8_12,2,52
122_8_12,2,46
123_8_12,1,54
124_8_12,2,76
125_8_12,1,103
126_8_12,1,34
127_8_12,1,19
128_8_12,1,157
129_8_12,1,39
130_8_12,1,40
131_8_12,2,24
132_8_12,1,25
133_8_12,2,24
134_8_12,1,15
135_8_12,2,10
136_8_12,2,6
137_8_12,1,22
138_8_12,2,1
140_8_12,1,18
225_8_12,0,1
226_8_12,0,3
227_8_12,0,1
228_8_12,0,12
229_8_12,0,8
230_8_12,0,25
232_8_12,0,1
233_8_12,0,1
234_8_12,0,1
235_8_12,1,1
402_8_12,0,1
418_8_12,0,14
419_8_12,0,11
420_8_12,0,21
423_8_12,0,1
621_8_12,0,3
622_8_12,0,4
623_8_12,0,2
624_8_12,0,1
625_8_12,0,14
626_8_12,0,84
627_8_12,1,31
628_8_12,0,37
629_8_12,1,73
630_8_12,0,58
631_8_12,0,58
632_8_12,0,74
633_8_12,0,68
634_8_12,0,53
635_8_12,0,63
636_8_12,1,37
637_8_12,0,27
638_8_12,0,41
640_8_12,1,12
0_8_13,0,36
0_8_13,0,9
0_8_13,0,17
0_8_13,0,23
0_8_13,0,13
0_8_13,0,3
0_8_13,0,5
0_8_13,0,9
113_8_13,1,2
114_8_13,0,6
115_8_13,2,2
116_8_13,0,9
117_8_13,0,9
118_8_13,0,18
119_8_13,0,27
120_8_13,2,32
121_8_13,1,38
122_8_13,1,57
123_8_13,0,65
124_8_13,1,66
125_8_13,3,84
126_8_13,1,40
127_8_13,1,18
128_8_13,1,163
129_8_13,2,40
130_8_13,0,32
131_8_13,2,30
132_8_13,0,18
133_8_13,3,18
134_8_13,0,14
135_8_13,0,12
136_8_13,2,4
137_8_13,2,22
138_8_13,3,1
140_8_13,0,19
224_8_13,0,1
225_8_13,0,8
226_8_13,0,3
227_8_13,0,2
228_8_13,0,14
229_8_13,0,5
230_8_13,0,13
231_8_13,0,1
232_8_13,0,1
234_8_13,0,1
235_8_13,0,2
237_8_13,0,1
238_8_13,0,1
302_8_13,0,1
416_8_13,0,1
418_8_13,0,21
419_8_13,0,12
420_8_13,0,30
423_8_13,0,2
621_8_13,0,5
622_8_13,0,4
623_8_13,0,8
624_8_13,0,5
625_8_13,0,28
626_8_13,0,77
627_8_13,0,42
628_8_13,0,35
629_8_13,0,74
630_8_13,0,36
631_8_13,0,62
632_8_13,0,52
633_8_13,0,54
634_8_13,0,35
635_8_13,0,41
636_8_13,0,22
637_8_13,0,19
638_8_13,0,30
640_8_13,2,10
0_8_14,0,31
0_8_14,0,10
0_8_14,0,11
0_8_14,0,16
0_8_14,0,7
0_8_14,0,4
0_8_14,0,4
112_8_14,0,5
113_8_14,0,4
114_8_14,0,3
115_8_14,0,6
116_8_14,0,7
117_8_14,1,10
118_8_14,1,34
119_8_14,0,17
120_8_14,0,33
121_8_14,0,40
122_8_14,0,45
123_8_14,1,81
124_8_14,0,62
125_8_14,0,64
126_8_14,0,31
127_8_14,0,10
128_8_14,1,165
129_8_14,0,53
130_8_14,0,44
131_8_14,1,22
132_8_14,0,24
133_8_14,0,18
134_8_14,0,15
135_8_14,1,10
136_8_14,2,5
137_8_14,2,12
138_8_14,1,1
140_8_14,0,18
221_8_14,0,1
224_8_14,0,2
225_8_14,0,2
226_8_14,0,3
228_8_14,0,18
229_8_14,0,3
230_8_14,0,13
231_8_14,0,4
234_8_14,0,1
236_8_14,0,3
237_8_14,0,1
418_8_14,0,15
419_8_14,0,13
420_8_14,0,21
423_8_14,0,1
621_8_14,0,2
622_8_14,1,3
623_8_14,0,6
624_8_14,1,5
625_8_14,0,31
626_8_14,0,91
627_8_14,0,41
628_8_14,0,32
629_8_14,0,41
630_8_14,0,33
631_8_14,0,52
632_8_14,0,42
633_8_14,0,40
634_8_14,0,48
635_8_14,0,53
636_8_14,0,21
637_8_14,0,16
638_8_14,0,20
640_8_14,1,4
0_8_15,1,28
0_8_15,1,5
0_8_15,1,21
0_8_15,1,17
0_8_15,1,11
0_8_15,1,3
0_8_15,1,3
0_8_15,1,6
106_8_15,0,1
112_8_15,0,1
115_8_15,0,1
116_8_15,0,11
117_8_15,0,14
118_8_15,0,28
119_8_15,0,17
120_8_15,0,37
121_8_15,0,30
122_8_15,0,47
123_8_15,0,55
124_8_15,0,49
125_8_15,0,86
126_8_15,0,13
127_8_15,0,11
128_8_15,0,142
129_8_15,0,36
130_8_15,0,32
131_8_15,1,21
132_8_15,0,26
133_8_15,0,13
134_8_15,0,6
135_8_15,0,7
136_8_15,0,3
137_8_15,0,3
140_8_15,0,9
221_8_15,0,1
224_8_15,0,1
225_8_15,0,5
226_8_15,0,1
227_8_15,0,3
228_8_15,0,4
229_8_15,0,2
230_8_15,1,4
231_8_15,0,1
232_8_15,0,3
234_8_15,0,2
235_8_15,0,2
236_8_15,1,1
302_8_15,0,1
411_8_15,1,1
418_8_15,0,21
419_8_15,0,6
420_8_15,0,15
621_8_15,0,2
622_8_15,0,3
623_8_15,0,3
624_8_15,0,7
625_8_15,1,26
626_8_15,0,63
627_8_15,0,23
628_8_15,0,17
629_8_15,0,37
630_8_15,0,23
631_8_15,0,29
632_8_15,0,36
633_8_15,0,46
634_8_15,0,40
635_8_15,0,33
636_8_15,1,18
637_8_15,0,10
638_8_15,0,14
640_8_15,0,7
0_8_16,0,29
0_8_16,0,5
0_8_16,0,7
0_8_16,0,12
0_8_16,0,7
0_8_16,0,3
112_8_16,1,2
114_8_16,0,1
115_8_16,0,8
116_8_16,0,5
117_8_16,0,5
118_8_16,0,16
119_8_16,1,14
120_8_16,0,18
121_8_16,0,35
122_8_16,0,27
123_8_16,0,44
124_8_16,0,40
125_8_16,0,35
126_8_16,0,16
127_8_16,0,7
128_8_16,0,65
129_8_16,0,32
130_8_16,0,34
131_8_16,1,23
132_8_16,0,19
133_8_16,0,13
134_8_16,0,8
135_8_16,1,2
137_8_16,0,9
138_8_16,3,3
140_8_16,0,12
226_8_16,0,3
227_8_16,0,1
228_8_16,0,8
229_8_16,0,3
230_8_16,0,2
231_8_16,0,1
234_8_16,0,1
237_8_16,0,1
415_8_16,0,1
418_8_16,0,10
419_8_16,0,12
420_8_16,0,6
423_8_16,0,1
621_8_16,0,5
622_8_16,0,2
623_8_16,1,4
624_8_16,0,1
625_8_16,0,17
626_8_16,0,92
627_8_16,0,22
628_8_16,0,11
629_8_16,0,15
630_8_16,1,27
631_8_16,0,13
632_8_16,0,20
633_8_16,0,20
634_8_16,0,29
635_8_16,0,19
636_8_16,0,12
637_8_16,0,14
638_8_16,0,16
640_8_16,0,7
0_8_17,0,43
0_8_17,0,5
0_8_17,0,15
0_8_17,0,16
0_8_17,0,6
0_8_17,0,2
0_8_17,0,1
0_8_17,0,3
112_8_17,0,4
114_8_17,0,1
116_8_17,0,6
117_8_17,0,13
118_8_17,0,24
119_8_17,0,13
120_8_17,1,38
121_8_17,0,33
122_8_17,0,39
123_8_17,0,65
124_8_17,0,64
125_8_17,0,78
126_8_17,0,29
127_8_17,0,10
128_8_17,1,96
129_8_17,0,41
130_8_17,0,35
131_8_17,0,27
132_8_17,0,20
133_8_17,0,17
134_8_17,0,13
135_8_17,1,4
136_8_17,0,4
137_8_17,0,4
140_8_17,0,24
224_8_17,0,1
225_8_17,0,3
226_8_17,0,5
227_8_17,0,1
228_8_17,0,4
230_8_17,0,5
232_8_17,0,2
234_8_17,0,2
238_8_17,0,1
418_8_17,0,12
419_8_17,0,10
420_8_17,0,10
621_8_17,1,4
622_8_17,1,5
623_8_17,1,4
624_8_17,1,2
625_8_17,1,28
626_8_17,1,95
627_8_17,0,37
628_8_17,0,22
629_8_17,0,41
630_8_17,0,37
631_8_17,1,8
632_8_17,0,24
633_8_17,1,46
634_8_17,0,44
635_8_17,1,22
636_8_17,2,10
637_8_17,1,5
638_8_17,2,7
640_8_17,1,4
0_8_18,0,43
0_8_18,0,9
0_8_18,0,14
0_8_18,0,26
0_8_18,0,10
0_8_18,0,2
0_8_18,0,2
112_8_18,0,1
114_8_18,0,1
115_8_18,0,3
116_8_18,0,4
117_8_18,0,7
118_8_18,0,22
119_8_18,0,21
120_8_18,0,33
121_8_18,1,57
122_8_18,0,39
123_8_18,0,70
124_8_18,0,86
125_8_18,0,101
126_8_18,0,50
127_8_18,0,11
128_8_18,0,96
129_8_18,0,41
130_8_18,0,41
131_8_18,1,35
132_8_18,0,29
133_8_18,0,16
134_8_18,0,23
135_8_18,0,10
136_8_18,1,10
137_8_18,0,17
140_8_18,0,15
224_8_18,0,1
225_8_18,0,5
226_8_18,0,2
227_8_18,0,3
228_8_18,0,13
229_8_18,0,2
230_8_18,0,11
231_8_18,0,1
233_8_18,0,2
234_8_18,0,1
237_8_18,0,1
415_8_18,0,2
418_8_18,0,24
419_8_18,0,13
420_8_18,0,7
621_8_18,0,6
622_8_18,0,6
623_8_18,0,9
624_8_18,0,12
625_8_18,1,37
626_8_18,1,150
627_8_18,0,53
628_8_18,0,68
629_8_18,0,46
630_8_18,0,42
631_8_18,0,28
632_8_18,1,28
633_8_18,0,62
634_8_18,0,76
635_8_18,0,42
636_8_18,0,2
637_8_18,0,3
638_8_18,0,23
640_8_18,0,16
0_8_19,0,65
0_8_19,0,5
0_8_19,0,8
0_8_19,0,33
0_8_19,0,15
0_8_19,0,1
0_8_19,0,1
0_8_19,0,3
113_8_19,0,1
114_8_19,0,1
116_8_19,0,10
117_8_19,0,14
118_8_19,0,24
119_8_19,0,15
120_8_19,0,46
121_8_19,1,40
122_8_19,0,48
123_8_19,0,84
124_8_19,0,57
125_8_19,0,113
126_8_19,1,48
127_8_19,0,19
128_8_19,0,152
129_8_19,1,48
130_8_19,0,43
131_8_19,1,35
132_8_19,0,24
133_8_19,0,40
134_8_19,1,22
135_8_19,0,8
136_8_19,0,13
137_8_19,0,24
140_8_19,0,18
224_8_19,0,2
225_8_19,0,4
226_8_19,0,8
227_8_19,0,3
228_8_19,0,16
229_8_19,0,8
230_8_19,0,11
235_8_19,0,2
236_8_19,0,1
415_8_19,0,1
418_8_19,0,15
419_8_19,0,11
420_8_19,0,16
621_8_19,0,6
622_8_19,0,4
623_8_19,0,2
624_8_19,1,6
625_8_19,0,11
626_8_19,0,108
627_8_19,0,56
628_8_19,0,53
629_8_19,0,97
630_8_19,0,63
631_8_19,0,47
632_8_19,0,64
633_8_19,1,65
634_8_19,0,54
635_8_19,0,44
636_8_19,1,13
637_8_19,0,16
638_8_19,1,24
640_8_19,1,7
0_8_20,2,55
0_8_20,2,6
0_8_20,2,11
0_8_20,2,34
0_8_20,2,20
0_8_20,2,1
0_8_20,2,2
0_8_20,2,3
113_8_20,2,3
114_8_20,3,2
115_8_20,3,4
116_8_20,2,4
117_8_20,3,19
118_8_20,2,22
119_8_20,2,13
120_8_20,4,33
121_8_20,2,45
122_8_20,2,33
123_8_20,4,62
124_8_20,3,64
125_8_20,2,117
126_8_20,4,44
127_8_20,4,24
128_8_20,4,141
129_8_20,2,54
130_8_20,2,53
131_8_20,2,36
132_8_20,4,36
133_8_20,3,37
134_8_20,2,15
135_8_20,2,9
136_8_20,2,5
137_8_20,4,17
138_8_20,2,1
140_8_20,1,30
224_8_20,2,1
225_8_20,2,3
226_8_20,2,6
227_8_20,2,1
228_8_20,2,16
229_8_20,2,2
230_8_20,2,5
231_8_20,2,2
232_8_20,2,6
233_8_20,2,1
234_8_20,4,3
235_8_20,4,4
237_8_20,3,3
238_8_20,3,1
239_8_20,4,1
418_8_20,2,18
419_8_20,2,10
420_8_20,2,16
423_8_20,2,2
621_8_20,5,3
622_8_20,2,10
623_8_20,3,4
624_8_20,2,3
625_8_20,2,18
626_8_20,4,102
627_8_20,3,40
628_8_20,2,43
629_8_20,4,100
630_8_20,2,42
631_8_20,5,44
632_8_20,2,42
633_8_20,3,85
634_8_20,2,84
635_8_20,4,55
636_8_20,2,27
637_8_20,2,31
638_8_20,3,45
640_8_20,4,6
0_9_7,0,48
0_9_7,0,1
0_9_7,0,1
0_9_7,0,17
0_9_7,0,37
0_9_7,0,7
0_9_7,0,2
0_9_7,0,5
112_9_7,0,9
113_9_7,0,4
115_9_7,0,2
116_9_7,0,9
117_9_7,2,6
118_9_7,0,22
119_9_7,0,19
120_9_7,0,22
121_9_7,1,23
122_9_7,1,16
123_9_7,0,37
124_9_7,0,36
125_9_7,0,38
126_9_7,0,27
127_9_7,0,20
128_9_7,0,514
129_9_7,0,16
130_9_7,0,32
131_9_7,1,18
132_9_7,0,17
133_9_7,0,9
134_9_7,1,7
135_9_7,0,9
136_9_7,0,1
137_9_7,0,10
138_9_7,1,1
140_9_7,0,16
217_9_7,0,1
221_9_7,0,1
224_9_7,0,3
225_9_7,0,3
226_9_7,0,3
227_9_7,0,3
228_9_7,0,12
229_9_7,0,4
230_9_7,0,17
232_9_7,0,1
234_9_7,0,4
235_9_7,0,13
237_9_7,0,1
247_9_7,0,1
302_9_7,2,1
411_9_7,0,3
415_9_7,0,1
418_9_7,0,7
419_9_7,0,3
420_9_7,0,1
604_9_7,2,1
614_9_7,0,1
621_9_7,0,5
622_9_7,0,6
623_9_7,0,3
624_9_7,1,2
625_9_7,1,30
626_9_7,0,87
627_9_7,0,30
628_9_7,0,20
629_9_7,0,15
630_9_7,0,40
631_9_7,0,60
632_9_7,0,28
633_9_7,0,32
634_9_7,0,54
635_9_7,0,23
636_9_7,0,26
637_9_7,0,17
638_9_7,0,21
0_9_8,0,31
0_9_8,0,2
0_9_8,0,25
0_9_8,0,35
0_9_8,0,15
0_9_8,0,1
0_9_8,0,3
0_9_8,0,6
111_9_8,0,1
112_9_8,0,1
113_9_8,0,6
114_9_8,0,2
115_9_8,1,5
116_9_8,1,12
117_9_8,1,12
118_9_8,1,42
119_9_8,0,14
120_9_8,0,20
121_9_8,1,32
122_9_8,0,31
123_9_8,0,51
124_9_8,0,43
125_9_8,0,62
126_9_8,0,22
127_9_8,0,28
128_9_8,0,257
129_9_8,0,52
130_9_8,0,20
131_9_8,1,24
132_9_8,0,24
133_9_8,0,11
134_9_8,0,6
135_9_8,0,4
136_9_8,0,2
137_9_8,1,9
140_9_8,0,23
225_9_8,0,5
226_9_8,0,3
227_9_8,0,4
228_9_8,0,4
229_9_8,0,2
230_9_8,0,18
231_9_8,0,1
232_9_8,0,1
233_9_8,0,1
234_9_8,0,2
235_9_8,0,4
237_9_8,0,1
241_9_8,0,1
302_9_8,2,1
416_9_8,0,1
418_9_8,0,11
419_9_8,0,5
420_9_8,0,5
619_9_8,0,1
621_9_8,0,3
622_9_8,0,7
623_9_8,0,3
624_9_8,1,4
625_9_8,0,31
626_9_8,0,83
627_9_8,1,24
628_9_8,0,29
629_9_8,0,20
630_9_8,0,41
631_9_8,0,102
632_9_8,1,65
633_9_8,0,58
634_9_8,0,62
635_9_8,0,23
636_9_8,0,34
637_9_8,0,32
638_9_8,0,31
640_9_8,1,3
0_9_9,0,29
0_9_9,0,2
0_9_9,0,15
0_9_9,0,20
0_9_9,0,8
0_9_9,0,2
0_9_9,0,1
0_9_9,0,1
0_9_9,0,1
113_9_9,1,4
114_9_9,1,3
115_9_9,1,3
116_9_9,1,7
117_9_9,0,12
118_9_9,2,26
119_9_9,1,22
120_9_9,1,32
121_9_9,0,36
122_9_9,0,28
123_9_9,0,48
124_9_9,1,43
125_9_9,0,72
126_9_9,0,19
127_9_9,0,23
128_9_9,0,251
129_9_9,0,54
130_9_9,0,34
131_9_9,0,21
132_9_9,0,29
133_9_9,1,12
134_9_9,1,8
135_9_9,0,7
136_9_9,3,6
137_9_9,0,18
140_9_9,0,22
225_9_9,0,1
226_9_9,0,1
227_9_9,0,1
228_9_9,0,10
229_9_9,0,4
230_9_9,0,6
232_9_9,1,2
234_9_9,0,2
235_9_9,0,5
237_9_9,0,1
411_9_9,2,1
413_9_9,0,1
418_9_9,0,15
419_9_9,0,6
420_9_9,0,6
614_9_9,0,1
621_9_9,0,2
622_9_9,0,2
623_9_9,0,3
624_9_9,0,4
625_9_9,0,23
626_9_9,0,71
627_9_9,0,20
628_9_9,1,32
629_9_9,0,25
630_9_9,0,39
631_9_9,0,77
632_9_9,1,48
633_9_9,0,51
634_9_9,0,56
635_9_9,0,24
636_9_9,0,23
637_9_9,0,19
638_9_9,0,31
0_9_10,1,26
0_9_10,1,8
0_9_10,1,8
0_9_10,1,15
0_9_10,1,1
0_9_10,1,6
0_9_10,1,5
0_9_10,1,4
112_9_10,0,3
114_9_10,0,1
115_9_10,0,2
116_9_10,3,4
117_9_10,1,3
118_9_10,0,11
119_9_10,0,13
120_9_10,0,25
121_9_10,1,38
122_9_10,1,41
123_9_10,0,39
124_9_10,1,45
125_9_10,0,101
126_9_10,0,34
127_9_10,1,15
128_9_10,0,245
129_9_10,1,51
130_9_10,1,39
131_9_10,0,39
132_9_10,0,22
133_9_10,1,13
134_9_10,0,9
135_9_10,0,7
136_9_10,2,8
137_9_10,0,16
140_9_10,0,10
225_9_10,0,1
226_9_10,0,2
227_9_10,0,1
228_9_10,0,3
229_9_10,0,5
230_9_10,0,13
232_9_10,1,2
233_9_10,0,1
235_9_10,0,1
418_9_10,0,8
419_9_10,0,7
420_9_10,1,9
423_9_10,0,2
621_9_10,0,3
622_9_10,0,3
623_9_10,0,2
624_9_10,1,1
625_9_10,0,22
626_9_10,0,59
627_9_10,0,28
628_9_10,0,28
629_9_10,0,33
630_9_10,0,57
631_9_10,0,65
632_9_10,0,42
633_9_10,1,37
634_9_10,1,45
635_9_10,0,31
636_9_10,0,21
637_9_10,0,20
638_9_10,0,26
640_9_10,0,3
0_9_11,0,35
0_9_11,0,16
0_9_11,0,6
0_9_11,0,27
0_9_11,0,1
0_9_11,0,9
0_9_11,0,4
0_9_11,0,1
106_9_11,0,1
112_9_11,0,2
113_9_11,0,2
114_9_11,2,1
115_9_11,2,1
116_9_11,1,3
117_9_11,0,8
118_9_11,1,28
119_9_11,0,10
120_9_11,0,37
121_9_11,1,35
122_9_11,2,38
123_9_11,0,44
124_9_11,1,57
125_9_11,0,79
126_9_11,1,28
127_9_11,0,21
128_9_11,0,231
129_9_11,1,37
130_9_11,1,39
131_9_11,0,24
132_9_11,0,11
133_9_11,1,10
134_9_11,0,20
135_9_11,2,13
136_9_11,2,3
137_9_11,0,10
138_9_11,4,4
140_9_11,0,14
228_9_11,0,17
229_9_11,0,6
230_9_11,0,18
231_9_11,0,1
233_9_11,0,1
235_9_11,0,2
237_9_11,0,1
418_9_11,0,8
419_9_11,0,9
420_9_11,0,22
423_9_11,0,1
621_9_11,0,1
622_9_11,0,1
624_9_11,0,2
625_9_11,0,25
626_9_11,0,64
627_9_11,0,27
628_9_11,0,44
629_9_11,0,56
630_9_11,0,47
631_9_11,0,51
632_9_11,0,56
633_9_11,0,58
634_9_11,0,48
635_9_11,0,33
636_9_11,0,23
637_9_11,0,15
638_9_11,0,31
640_9_11,2,8
0_9_12,1,37
0_9_12,1,18
0_9_12,1,5
0_9_12,1,33
0_9_12,1,5
0_9_12,1,2
0_9_12,1,3
0_9_12,1,4
106_9_12,0,1
112_9_12,1,1
114_9_12,0,2
115_9_12,1,1
116_9_12,0,3
117_9_12,2,15
118_9_12,0,26
119_9_12,1,22
120_9_12,0,26
121_9_12,1,29
122_9_12,1,40
123_9_12,1,52
124_9_12,2,78
125_9_12,1,56
126_9_12,0,15
127_9_12,0,26
128_9_12,0,184
129_9_12,1,38
130_9_12,0,26
131_9_12,1,24
132_9_12,1,23
133_9_12,1,9
134_9_12,0,12
135_9_12,0,11
136_9_12,3,2
137_9_12,0,14
138_9_12,2,1
140_9_12,0,23
225_9_12,0,2
226_9_12,0,3
227_9_12,0,1
228_9_12,0,8
229_9_12,0,7
230_9_12,0,12
236_9_12,1,1
418_9_12,0,9
419_9_12,0,15
420_9_12,0,17
423_9_12,0,1
621_9_12,0,3
622_9_12,0,1
623_9_12,0,1
624_9_12,0,2
625_9_12,0,14
626_9_12,0,72
627_9_12,0,36
628_9_12,0,36
629_9_12,0,48
630_9_12,0,60
631_9_12,0,51
632_9_12,0,59
633_9_12,0,54
634_9_12,1,47
635_9_12,0,31
636_9_12,0,30
637_9_12,0,14
638_9_12,0,26
640_9_12,1,8
0_9_13,0,37
0_9_13,0,4
0_9_13,0,4
0_9_13,0,29
0_9_13,0,13
0_9_13,0,2
0_9_13,0,2
0_9_13,0,2
113_9_13,1,1
114_9_13,0,2
115_9_13,1,2
116_9_13,0,4
117_9_13,0,14
118_9_13,1,22
119_9_13,0,5
120_9_13,0,14
121_9_13,1,42
122_9_13,0,32
123_9_13,0,50
124_9_13,1,61
125_9_13,0,74
126_9_13,0,28
127_9_13,0,15
128_9_13,1,188
129_9_13,2,38
130_9_13,1,31
131_9_13,0,23
132_9_13,0,10
133_9_13,1,12
134_9_13,1,12
135_9_13,1,11
136_9_13,1,1
137_9_13,0,13
140_9_13,0,29
225_9_13,0,4
226_9_13,0,1
227_9_13,0,1
228_9_13,1,7
229_9_13,1,6
230_9_13,1,11
234_9_13,4,1
236_9_13,3,2
238_9_13,2,1
416_9_13,0,1
418_9_13,1,11
419_9_13,1,13
420_9_13,1,18
423_9_13,2,1
621_9_13,0,2
622_9_13,0,3
623_9_13,0,1
624_9_13,1,4
625_9_13,0,16
626_9_13,0,73
627_9_13,0,30
628_9_13,0,29
629_9_13,0,58
630_9_13,0,52
631_9_13,0,54
632_9_13,1,47
633_9_13,1,55
634_9_13,0,50
635_9_13,0,34
636_9_13,0,20
637_9_13,0,18
638_9_13,0,35
640_9_13,0,5
0_9_14,0,41
0_9_14,0,14
0_9_14,0,16
0_9_14,0,22
0_9_14,0,7
0_9_14,0,3
0_9_14,0,6
112_9_14,1,2
114_9_14,1,4
115_9_14,0,2
116_9_14,2,2
117_9_14,1,12
118_9_14,0,22
119_9_14,0,15
120_9_14,0,12
121_9_14,1,34
122_9_14,0,45
123_9_14,0,62
124_9_14,0,64
125_9_14,0,95
126_9_14,0,28
127_9_14,0,23
128_9_14,0,200
129_9_14,2,47
130_9_14,1,38
131_9_14,0,20
132_9_14,0,16
133_9_14,0,20
134_9_14,1,14
135_9_14,2,10
136_9_14,0,3
137_9_14,0,12
140_9_14,0,20
224_9_14,0,1
225_9_14,1,1
226_9_14,0,3
227_9_14,1,3
228_9_14,0,8
229_9_14,0,2
230_9_14,0,16
231_9_14,0,1
234_9_14,0,1
235_9_14,0,1
236_9_14,0,1
237_9_14,0,2
239_9_14,0,1
243_9_14,4,1
246_9_14,1,1
249_9_14,2,1
416_9_14,1,1
418_9_14,0,10
419_9_14,0,11
420_9_14,0,20
423_9_14,0,1
621_9_14,0,5
622_9_14,0,2
624_9_14,0,6
625_9_14,0,26
626_9_14,0,90
627_9_14,0,38
628_9_14,0,32
629_9_14,1,76
630_9_14,0,39
631_9_14,1,66
632_9_14,0,49
633_9_14,1,40
634_9_14,0,56
635_9_14,1,44
636_9_14,0,29
637_9_14,0,23
638_9_14,0,26
640_9_14,2,11
0_9_15,0,32
0_9_15,0,15
0_9_15,0,14
0_9_15,0,19
0_9_15,0,9
0_9_15,0,2
0_9_15,0,7
112_9_15,0,1
115_9_15,0,2
116_9_15,1,7
117_9_15,0,7
118_9_15,1,29
119_9_15,0,13
120_9_15,0,34
121_9_15,0,43
122_9_15,0,45
123_9_15,1,42
124_9_15,0,75
125_9_15,1,82
126_9_15,0,20
127_9_15,0,23
128_9_15,0,154
129_9_15,0,45
130_9_15,0,33
131_9_15,0,35
132_9_15,0,18
133_9_15,1,9
134_9_15,0,11
135_9_15,1,6
136_9_15,1,5
137_9_15,0,7
140_9_15,0,11
221_9_15,1,1
224_9_15,0,3
225_9_15,0,2
226_9_15,0,3
227_9_15,0,1
228_9_15,0,11
229_9_15,0,1
230_9_15,0,7
231_9_15,0,2
232_9_15,0,3
234_9_15,0,2
235_9_15,0,4
237_9_15,0,1
302_9_15,0,1
416_9_15,0,1
418_9_15,0,18
419_9_15,0,13
420_9_15,0,18
423_9_15,0,4
621_9_15,0,2
622_9_15,0,1
623_9_15,0,6
624_9_15,1,4
625_9_15,0,21
626_9_15,0,93
627_9_15,0,43
628_9_15,0,20
629_9_15,0,55
630_9_15,0,34
631_9_15,0,53
632_9_15,0,50
633_9_15,0,55
634_9_15,0,47
635_9_15,0,44
636_9_15,0,30
637_9_15,0,27
638_9_15,0,26
640_9_15,0,4
0_9_16,0,24
0_9_16,0,10
0_9_16,0,7
0_9_16,0,13
0_9_16,0,8
0_9_16,0,1
0_9_16,0,4
0_9_16,0,1
113_9_16,0,1
114_9_16,0,1
115_9_16,0,5
116_9_16,0,3
117_9_16,0,14
118_9_16,0,13
119_9_16,0,17
120_9_16,0,12
121_9_16,0,36
122_9_16,0,31
123_9_16,0,56
124_9_16,0,47
125_9_16,0,65
126_9_16,0,12
127_9_16,0,8
128_9_16,0,111
129_9_16,0,30
130_9_16,0,37
131_9_16,0,26
132_9_16,0,20
133_9_16,0,7
134_9_16,0,3
135_9_16,0,3
136_9_16,1,3
137_9_16,0,3
140_9_16,0,14
224_9_16,0,1
225_9_16,0,3
226_9_16,0,1
228_9_16,0,4
229_9_16,0,2
230_9_16,0,1
234_9_16,0,1
237_9_16,0,1
239_9_16,0,1
301_9_16,0,1
415_9_16,0,1
418_9_16,0,11
419_9_16,0,4
420_9_16,0,12
621_9_16,0,1
622_9_16,0,2
623_9_16,0,2
624_9_16,0,2
625_9_16,0,16
626_9_16,0,81
627_9_16,0,32
628_9_16,0,18
629_9_16,0,33
630_9_16,0,31
631_9_16,0,25
632_9_16,0,34
633_9_16,0,31
634_9_16,0,37
635_9_16,0,26
636_9_16,0,29
637_9_16,0,31
638_9_16,0,27
640_9_16,0,5
